order_id,order_date,customer_id,customer_name,customer_region,customer_segment,product_category,product_name,quantity,unit_price_egp,discount_pct,total_revenue_egp,total_cost_egp,profit_egp,payment_method,sales_channel,sales_rep,delivery_days,customer_rating,promo_applied,returned
ORD101245,2023-09-22,CUST0415,Laila Farouk,Cairo,Consumer,Groceries,Honey Jar,1,297.78,0.0,297.78,197.67,100.11,Installment,Online,,2,5.0,False,False
ORD105030,2025-07-11,CUST0054,Yasmin Khalil,Cairo,SMB,Electronics,Smart Watch,2,3401.47,0.0,6802.94,4125.44,2677.5,Cash,In-store,Khaled T.,0,4.0,False,False
ORD101860,2024-01-23,CUST0436,Tarek Khalil,Cairo,Consumer,Beauty,Perfume,1,1402.52,0.0,1402.52,573.12,829.4,Cash,Online,Mona K.,4,5.0,False,False
ORD103903,2025-01-26,CUST0438,Ahmed Farouk,Mansoura,Consumer,Sports,Running Shoes,2,1641.42,0.0,3282.84,1690.94,1591.9,Card,In-store,Sara M.,0,,False,False
ORD104276,2025-03-11,CUST0239,Youssef Mostafa,Giza,Consumer,Groceries,Olive Oil 1L,3,274.64,0.0,823.92,515.37,308.55,Card,Online,,2,2.0,False,False
ORD101531,2023-11-23,CUST0254,Khaled Hassan,Cairo,Consumer,Groceries,Olive Oil 1L,1,287.2,15.0,244.12,175.37,68.75,Mobile Wallet,Online,Mona K.,2,4.0,True,False
ORD103244,2024-10-11,CUST0406,Mona Khalil,Cairo,SMB,Clothing,Women's Dress,1,927.6,0.0,927.6,419.61,507.99,Mobile Wallet,In-store,Mona K.,0,1.0,False,False
ORD101670,2023-12-16,CUST0539,Laila Mahmoud,Giza,SMB,Beauty,Hair Dryer,2,900.52,0.0,1801.04,868.04,933.0,Cash,In-store,Omar F.,0,2.0,False,False
ORD105773,2025-11-22,CUST0371,Heba El-Sayed,Cairo,Consumer,Electronics,Bluetooth Speaker,1,1008.76,5.0,958.32,572.88,385.44,Cash,Online,Sara M.,0,3.0,True,False
ORD105077,2025-07-22,CUST0243,Tarek Mahmoud,Cairo,Consumer,Electronics,Bluetooth Speaker,1,975.0,0.0,975.0,558.78,416.22,Installment,In-store,Sara M.,0,3.0,False,False
ORD103813,2025-01-10,CUST0490,Heba Sherif,Tanta,SMB,Clothing,Women's Dress,1,938.77,0.0,938.77,407.7,531.07,Mobile Wallet,Online,Youssef A.,3,4.0,False,False
ORD103339,2024-10-31,CUST0117,Rania Farouk,Giza,Consumer,Groceries,Honey Jar,1,309.16,0.0,309.16,209.74,99.42,Card,Online,Youssef A.,3,5.0,False,False
ORD104759,2025-05-22,CUST0224,Laila Sherif,Alexandria,Consumer,Sports,Football,1,385.0,0.0,385.0,188.2,196.8,Cash,Online,,3,4.0,False,False
ORD104501,2025-04-05,CUST0504,Heba Mostafa,Mansoura,Consumer,Sports,Running Shoes,1,1671.03,25.0,1253.27,884.65,368.62,Installment,In-store,Nourhan S.,0,1.0,True,False
ORD103328,2024-10-29,CUST0430,Khaled Mostafa,Mansoura,SMB,Groceries,Rice 5kg,1,214.91,0.0,214.91,152.66,62.25,Cash,Online,Mona K.,2,5.0,False,False
ORD104266,2025-03-10,CUST0505,Ahmed Abdel Rahman,Alexandria,SMB,Electronics,Phone Case,1,246.5,25.0,-184.88,92.14,-92.74,Cash,Online,Youssef A.,2,,True,True
ORD103296,2024-10-20,CUST0053,Khaled Hassan,Aswan,Consumer,Home & Kitchen,Blender,1,1019.42,20.0,815.54,594.96,220.58,Cash,Online,Mona K.,4,5.0,True,False
ORD106023,2025-12-25,CUST0382,Heba Khalil,Giza,Consumer,Home & Kitchen,Coffee Maker,1,1432.52,0.0,1432.52,886.34,546.18,Card,Online,,4,5.0,False,False
ORD101098,2023-08-17,CUST0566,Khaled Farouk,Alexandria,Consumer,Clothing,Women's Dress,1,897.3,0.0,897.3,409.66,487.64,Cash,Phone,Omar F.,0,1.0,False,False
ORD103206,2024-10-03,CUST0168,Omar Aziz,Cairo,Consumer,Electronics,Bluetooth Speaker,2,955.41,0.0,1910.82,1055.0,855.82,Installment,Online,Omar F.,3,5.0,False,False
ORD100509,2023-04-07,CUST0200,Heba Farouk,Mansoura,Consumer,Home & Kitchen,Coffee Maker,3,1467.62,0.0,4402.86,2655.21,1747.65,Mobile Wallet,In-store,Khaled T.,0,4.0,False,False
ORD104828,2025-06-03,CUST0096,Karim Abdel Rahman,Tanta,Consumer,Home & Kitchen,Air Fryer,1,3015.36,0.0,3015.36,1689.42,1325.94,Mobile Wallet,In-store,Sara M.,0,3.0,False,False
ORD104030,2025-02-11,CUST0341,Heba El-Sayed,Alexandria,Enterprise,Beauty,Hair Dryer,1,951.76,0.0,951.76,461.77,489.99,Cash,In-store,Nourhan S.,0,5.0,False,False
ORD105240,2025-08-25,CUST0163,Mahmoud Abdel Rahman,Giza,SMB,Sports,Running Shoes,2,1566.16,0.0,3132.32,1663.08,1469.24,Cash,Online,Sara M.,0,4.0,False,False
ORD100656,2023-04-26,CUST0516,Karim Hassan,Cairo,Consumer,Electronics,Power Bank,1,630.4,0.0,630.4,355.43,274.97,Card,Online,Omar F.,2,5.0,False,False
ORD101743,2023-12-30,CUST0464,Adel Mahmoud,Aswan,SMB,Beauty,Makeup Kit,1,582.62,0.0,582.62,250.74,331.88,Installment,Online,,0,4.0,False,False
ORD101992,2024-02-17,CUST0002,Amr Khalil,Cairo,Consumer,Beauty,Makeup Kit,1,580.53,0.0,580.53,241.25,339.28,Cash,In-store,Sara M.,0,5.0,False,False
ORD102784,2024-06-29,CUST0463,Laila Khalil,Alexandria,Consumer,Beauty,Hair Dryer,1,938.66,0.0,938.66,459.06,479.6,Mobile Wallet,In-store,Khaled T.,0,1.0,False,False
ORD106020,2025-12-25,CUST0219,Youssef Ibrahim,Cairo,SMB,Electronics,Phone Case,1,253.13,0.0,253.13,88.52,164.61,Card,Online,,4,4.0,False,False
ORD103137,2024-09-20,CUST0359,Rania Abdel Rahman,Tanta,SMB,Clothing,Men's T-Shirt,2,372.58,0.0,745.16,296.82,448.34,Cash,Online,,1,3.0,False,False
ORD104285,2025-03-12,CUST0258,Rania Aziz,Tanta,SMB,Electronics,Wireless Earbuds,1,1142.49,0.0,1142.49,762.82,379.67,Mobile Wallet,In-store,Sara M.,0,3.0,False,False
ORD101982,2024-02-15,CUST0537,Nourhan Hassan,Cairo,Consumer,Electronics,Smart Watch,1,3271.27,0.0,3271.27,2196.1,1075.17,Card,In-store,Youssef A.,0,4.0,False,False
ORD101937,2024-02-05,CUST0014,Rania Hassan,Alexandria,Consumer,Electronics,Wireless Earbuds,1,1157.16,0.0,1157.16,726.8,430.36,Mobile Wallet,Online,Youssef A.,1,3.0,False,False
ORD100714,2023-05-07,CUST0516,Karim Hassan,Cairo,Consumer,Clothing,Women's Dress,1,858.97,0.0,858.97,406.25,452.72,Mobile Wallet,Phone,Nourhan S.,0,4.0,False,False
ORD101483,2023-11-17,CUST0129,Youssef Aziz,Cairo,Consumer,Sports,Running Shoes,1,1634.26,0.0,1634.26,809.9,824.36,Mobile Wallet,In-store,Youssef A.,0,4.0,False,False
ORD100963,2023-07-06,CUST0216,Mona Ibrahim,Giza,SMB,Home & Kitchen,Coffee Maker,1,1439.78,10.0,1295.8,856.11,439.69,Cash,Online,Omar F.,3,1.0,True,False
ORD103620,2024-12-10,CUST0219,Youssef Ibrahim,Cairo,SMB,Beauty,Hair Dryer,1,927.17,0.0,927.17,466.59,460.58,Mobile Wallet,Online,,3,5.0,False,False
ORD105566,2025-10-23,CUST0345,Salma El-Sayed,Cairo,Consumer,Electronics,Phone Case,5,11598.5,0.0,57992.5,440.35,719.5,Cash,Online,Khaled T.,0,4.0,False,False
ORD100002,2023-01-01,CUST0302,Sara Sherif,Giza,Consumer,GROCERIES,Honey Jar,2,333.62,0.0,667.24,411.54,255.7,Card,Phone,Khaled T.,0,4.0,False,False
ORD101797,2024-01-10,CUST0586,Mona Ibrahim,Alexandria,Consumer,Electronics,Power Bank,1,639.8,0.0,639.8,362.29,277.51,Card,Phone,Mona K.,0,5.0,False,False
ORD103707,2024-12-26,CUST0453,Sara Aziz,Giza,Consumer,Sports,Football,1,378.88,0.0,378.88,178.68,200.2,Cash,In-store,Sara M.,0,4.0,False,False
ORD101130,2023-08-26,CUST0129,Youssef Aziz,Cairo,Consumer,Electronics,Smart Watch,2,3400.39,0.0,6800.78,4128.92,2671.86,Mobile Wallet,Online,,1,,False,False
ORD101444,2023-11-06,CUST0592,Mona Aziz,Giza,Consumer,Electronics,Wireless Earbuds,1,1156.65,0.0,1156.65,750.83,405.82,Card,Online,Youssef A.,3,4.0,False,False
ORD105441,2025-10-01,CUST0478,Tarek Khalil,,Consumer,Sports,Dumbbell Set,2,1782.02,0.0,3564.04,2306.48,1257.56,Mobile Wallet,Online,Omar F.,1,5.0,False,False
ORD100243,2023-02-26,CUST0047,Ahmed Farouk,Tanta,Consumer,Electronics,Power Bank,1,633.1,0.0,633.1,335.29,297.81,Mobile Wallet,In-store,Youssef A.,0,4.0,False,False
ORD101485,2023-11-17,CUST0304,Salma Farouk,Cairo,SMB,Sports,Football,1,390.1,0.0,390.1,181.58,208.52,Card,Online,Youssef A.,2,4.0,False,False
ORD103239,2024-10-09,CUST0517,Omar Mostafa,Alexandria,Consumer,Clothing,Men's T-Shirt,2,336.79,0.0,673.58,301.26,372.32,Card,In-store,Khaled T.,0,4.0,False,False
ORD106002,2025-12-20,CUST0438,Ahmed Farouk,Mansoura,Consumer,Beauty,Perfume,1,1311.18,0.0,1311.18,627.69,683.49,Cash,Online,Mona K.,2,2.0,False,False
ORD104924,2025-06-20,CUST0554,Nada Farouk,Tanta,SMB,Clothing,Sneakers,1,1471.25,0.0,1471.25,719.02,752.23,Mobile Wallet,In-store,Khaled T.,0,2.0,False,False
ORD105065,2025-07-18,CUST0353,Karim Sherif,Cairo,Consumer,Electronics,Phone Case,1,230.84,0.0,230.84,85.92,144.92,Cash,Online,Mona K.,7,2.0,False,False
ORD101530,2023-11-23,CUST0253,Amr Farouk,Alexandria,Consumer,Clothing,Hoodie,1,668.81,15.0,568.49,307.26,261.23,Mobile Wallet,In-store,Sara M.,0,4.0,True,False
ORD100326,2023-03-12,CUST0204,Rania Farouk,Cairo,Consumer,Electronics,Bluetooth Speaker,1,928.69,0.0,928.69,544.82,383.87,Card,Online,Khaled T.,2,4.0,False,False
ORD102951,2024-08-11,CUST0017,Youssef Farouk,Cairo,Consumer,Clothing,Jeans,1,718.19,0.0,718.19,311.28,406.91,Cash,Online,Youssef A.,0,3.0,False,False
ORD100676,2023-04-28,CUST0036,Heba Mahmoud,Alexandria,Consumer,Home & Kitchen,Cookware Set,1,2182.54,0.0,2182.54,1319.07,863.47,Mobile Wallet,Online,Sara M.,2,,False,False
ORD101986,2024-02-15,CUST0490,Heba Sherif,tanta,SMB,Electronics,Wireless Earbuds,1,1232.44,0.0,1232.44,758.7,473.74,Cash,Online,,2,3.0,False,False
ORD104742,2025-05-19,CUST0016,Nada Aziz,Mansoura,Consumer,Sports,Running Shoes,5,1543.37,0.0,7716.85,4234.4,3482.45,Cash,Online,Khaled T.,3,3.0,False,False
ORD104906,2025-06-17,CUST0457,Laila Hassan,Cairo,Enterprise,Sports,Dumbbell Set,2,1841.82,0.0,3683.64,2307.48,1376.16,Mobile Wallet,Online,,0,5.0,False,False
ORD104173,2025-02-28,CUST0374,Amr Aziz,Cairo,Consumer,Beauty,Perfume,1,1261.2,0.0,1261.2,570.96,690.24,Card,In-store,Omar F.,0,5.0,False,False
ORD104244,2025-03-08,CUST0197,Youssef Sherif,Giza,Consumer,Groceries,Rice 5kg,1,207.96,20.0,166.37,154.66,11.71,Cash,Online,Omar F.,5,,True,False
ORD103591,2024-12-04,CUST0134,Sara Ibrahim,Giza,Consumer,Groceries,Honey Jar,3,330.71,0.0,992.13,591.33,400.8,Mobile Wallet,Online,Omar F.,4,4.0,False,False
ORD105206,2025-08-19,CUST0307,Ahmed Farouk,Mansoura,Consumer,Home & Kitchen,Air Fryer,5,2785.59,0.0,13927.95,8733.8,5194.15,Cash,Online,,1,4.0,False,False
ORD104915,2025-06-18,CUST0234,Salma Khalil,Cairo,Consumer,Groceries,Rice 5kg,2,208.02,0.0,416.04,312.6,103.44,Mobile Wallet,In-store,Omar F.,0,3.0,False,False
ORD101169,2023-09-05,CUST0044,Mahmoud Hassan,Giza,Consumer,Electronics,Power Bank,2,585.37,0.0,1170.74,734.64,436.1,Card,In-store,Nourhan S.,0,5.0,False,False
ORD105815,2025-11-26,CUST0295,Salma Aziz,Cairo,SMB,Beauty,Hair Dryer,1,966.71,5.0,918.37,454.16,464.21,Card,Online,,2,3.0,True,False
ORD100864,2023-06-09,CUST0482,Yasmin El-Sayed,Mansoura,SMB,Groceries,Rice 5kg,1,203.15,0.0,203.15,156.66,46.49,Card,Online,Sara M.,2,1.0,False,False
ORD102625,2024-05-31,CUST0291,Rania Abdel Rahman,Cairo,SMB,Electronics,Wireless Earbuds,1,1127.45,0.0,1127.45,715.69,411.76,Card,Online,Omar F.,2,3.0,False,False
ORD105313,2025-09-09,CUST0471,Sara Abdel Rahman,Cairo,Consumer,Clothing,Women's Dress,2,839.76,0.0,1679.52,838.98,840.54,Mobile Wallet,Online,,2,3.0,False,False
ORD105659,2025-11-05,CUST0579,Omar Aziz,Tanta,Consumer,Beauty,Perfume,1,1319.9,0.0,1319.9,618.74,701.16,Card,Online,Nourhan S.,4,4.0,False,False
ORD101857,2024-01-23,CUST0319,Mona Aziz,Giza,Consumer,Home & Kitchen,Coffee Maker,1,1428.35,0.0,1428.35,883.03,545.32,Card,In-store,Nourhan S.,0,1.0,False,False
ORD105919,2025-12-05,CUST0252,Adel Sherif,alexandria,SMB,Electronics,Power Bank,1,647.35,0.0,647.35,359.17,288.18,Mobile Wallet,Online,,0,5.0,False,False
ORD101291,2023-10-02,CUST0253,Amr Farouk,Alexandria,Consumer,Electronics,Wireless Earbuds,1,1112.15,0.0,1112.15,761.24,350.91,Cash,In-store,Sara M.,0,3.0,False,False
ORD103902,2025-01-25,CUST0504,Heba Mostafa,Mansoura,Consumer,Home & Kitchen,Vacuum Cleaner,1,3257.27,5.0,3094.41,1856.75,1237.66,Cash,In-store,Mona K.,0,5.0,True,False
ORD105614,2025-10-30,CUST0581,Tarek El-Sayed,Mansoura,Consumer,Sports,Running Shoes,2,1569.09,0.0,3138.18,1662.66,1475.52,Mobile Wallet,Phone,Youssef A.,0,5.0,False,False
ORD103898,2025-01-25,CUST0188,Adel Sherif,Alexandria,Consumer,Clothing,Sneakers,1,1407.25,0.0,1407.25,723.45,683.8,Cash,Online,Mona K.,2,5.0,False,False
ORD104005,2025-02-08,CUST0221,Mahmoud Farouk,Alexandria,Consumer,Groceries,Coffee 250g,1,169.06,0.0,169.06,103.28,65.78,Cash,Online,,5,5.0,False,False
ORD101101,2023-08-18,CUST0503,Ahmed Farouk,Aswan,Consumer,Groceries,Rice 5kg,2,206.31,0.0,412.62,308.84,103.78,Mobile Wallet,In-store,Youssef A.,0,4.0,False,False
ORD101093,2023-08-13,CUST0004,Adel Mahmoud,Giza,Consumer,Clothing,Jeans,1,724.79,0.0,724.79,331.05,393.74,Cash,Phone,Omar F.,0,4.0,False,False
ORD100373,2023-03-18,CUST0229,Laila Sherif,Cairo,Consumer,Groceries,Rice 5kg,1,212.1,0.0,212.1,157.02,55.08,Installment,Phone,Youssef A.,0,5.0,False,False
ORD101854,2024-01-22,CUST0084,Mona Hassan,Cairo,SMB,Beauty,Hair Dryer,1,856.22,0.0,856.22,440.12,416.1,Mobile Wallet,Online,Omar F.,0,3.0,False,False
ORD104125,2025-02-22,CUST0453,Sara Aziz,Giza,Consumer,Clothing,Women's Dress,1,917.79,0.0,917.79,411.64,506.15,Mobile Wallet,Online,Nourhan S.,1,3.0,False,False
ORD101823,2024-01-18,CUST0282,Youssef El-Sayed,Cairo,Consumer,Clothing,Men's T-Shirt,2,332.11,0.0,664.22,305.86,358.36,Cash,Online,,2,5.0,False,False
ORD105415,2025-09-27,CUST0539,Laila Mahmoud,Giza,SMB,Electronics,Phone Case,1,245.15,0.0,245.15,87.91,157.24,Installment,Online,,2,4.0,False,False
ORD101910,2024-02-01,CUST0142,Laila El-Sayed,Mansoura,Consumer,Home & Kitchen,Air Fryer,1,2714.97,0.0,2714.97,1666.95,1048.02,Mobile Wallet,Phone,Mona K.,0,5.0,False,False
ORD105812,2025-11-26,CUST0190,Hassan Farouk,Mansoura,SMB,Groceries,Honey Jar,2,311.65,15.0,529.8,384.12,145.68,Mobile Wallet,Online,Mona K.,4,,True,False
ORD102110,2024-03-07,CUST0022,Hassan Sherif,Giza,Consumer,Electronics,Power Bank,2,591.23,0.0,1182.46,670.22,512.24,Cash,Phone,Youssef A.,0,2.0,False,False
ORD105865,2025-11-29,CUST0148,Nourhan Hassan,Alexandria,Consumer,Home & Kitchen,Coffee Maker,1,1602.54,5.0,1522.41,835.16,687.25,Card,Online,Mona K.,1,5.0,True,False
ORD103563,2024-11-30,CUST0170,Ahmed Khalil,Cairo,SMB,Electronics,Phone Case,1,236.11,10.0,212.5,92.29,120.21,Cash,In-store,Omar F.,0,5.0,True,False
ORD100710,2023-05-06,CUST0186,Dina Hassan,Mansoura,Consumer,Home & Kitchen,Air Fryer,1,2850.53,0.0,2850.53,1622.31,1228.22,Mobile Wallet,In-store,Nourhan S.,0,2.0,False,False
ORD105908,2025-12-04,CUST0195,Ahmed Mahmoud,Mansoura,Consumer,Clothing,Hoodie,1,676.58,0.0,676.58,292.47,384.11,Card,Online,,3,5.0,False,False
ORD104792,2025-05-27,CUST0542,Adel El-Sayed,Alexandria,SMB,Electronics,Wireless Earbuds,1,1204.71,0.0,1204.71,754.47,450.24,Installment,Online,,2,3.0,False,False
ORD100366,2023-03-18,CUST0111,Salma Mahmoud,Giza,Consumer,Electronics,Power Bank,1,575.88,0.0,575.88,333.04,242.84,Cash,In-store,Mona K.,0,5.0,False,False
ORD100951,2023-07-02,CUST0126,Nourhan Khalil,Alexandria,Consumer,Electronics,Power Bank,1,645.87,0.0,645.87,350.26,295.61,Mobile Wallet,Online,Khaled T.,5,2.0,False,False
ORD100344,2023-03-15,CUST0048,Dina Mahmoud,Cairo,Consumer,Home & Kitchen,Coffee Maker,1,1592.84,0.0,1592.84,883.05,709.79,Card,In-store,Nourhan S.,0,5.0,False,False
ORD104593,2025-04-22,CUST0481,Khaled Mostafa,Alexandria,Consumer,Clothing,Women's Dress,1,934.6,25.0,700.95,380.34,320.61,Mobile Wallet,In-store,Mona K.,0,,True,False
ORD105178,2025-08-11,CUST0408,Khaled Aziz,Giza,Consumer,Clothing,Hoodie,1,684.68,0.0,684.68,297.79,386.89,Cash,In-store,Nourhan S.,0,3.0,False,False
ORD104802,2025-05-30,CUST0023,Mona Mostafa,cairo,Consumer,Home & Kitchen,Blender,1,1160.73,0.0,1160.73,593.44,567.29,Card,Phone,Sara M.,0,3.0,False,False
ORD105194,2025-08-15,CUST0450,Khaled Hassan,Tanta,Consumer,Groceries,Honey Jar,1,314.26,0.0,314.26,196.19,118.07,Card,In-store,Youssef A.,0,2.0,False,False
ORD102612,2024-05-29,CUST0287,Karim Aziz,Cairo,SMB,Clothing,Men's T-Shirt,1,342.61,0.0,342.61,142.93,199.68,Installment,In-store,Sara M.,0,2.0,False,False
ORD105637,2025-11-02,CUST0406,Mona Khalil,Cairo,SMB,Beauty,Perfume,1,1230.86,0.0,1230.86,576.55,654.31,Cash,In-store,Nourhan S.,0,3.0,False,False
ORD104689,2025-05-09,CUST0271,Mona Farouk,Aswan,Consumer,Home & Kitchen,Coffee Maker,1,1600.92,0.0,1600.92,867.78,733.14,Cash,Online,Youssef A.,1,5.0,False,False
ORD101734,2023-12-29,CUST0252,Adel Sherif,Alexandria,SMB,Sports,Football,2,367.13,0.0,734.26,354.04,380.22,Card,In-store,Youssef A.,0,5.0,False,False
ORD105940,2025-12-09,CUST0419,Amr Abdel Rahman,Alexandria,Consumer,Clothing,Jeans,3,756.02,0.0,2268.06,966.39,1301.67,Card,Online,,1,2.0,False,False
ORD104288,2025-03-12,CUST0180,Yasmin Farouk,Aswan,Consumer,Home & Kitchen,Cookware Set,3,2302.3,0.0,6906.9,4060.14,2846.76,Installment,Online,Khaled T.,2,4.0,False,False
ORD105588,2025-10-27,CUST0205,Omar Mostafa,Alexandria,Consumer,BEAUTY,Skincare Set,2,755.19,0.0,1510.38,696.26,814.12,Installment,In-store,Mona K.,0,4.0,False,False
ORD103692,2024-12-24,CUST0210,Dina Sherif,Alexandria,Consumer,Home & Kitchen,Cookware Set,2,2210.5,0.0,4421.0,2649.74,1771.26,Mobile Wallet,In-store,Youssef A.,0,3.0,False,False
ORD104694,2025-05-10,CUST0308,Nada Hassan,Cairo,SMB,Home & Kitchen,Air Fryer,1,2852.22,0.0,2852.22,1728.28,1123.94,Card,Phone,Youssef A.,0,4.0,False,False
ORD103500,2024-11-26,CUST0129,Youssef Aziz,Cairo,Consumer,Home & Kitchen,Coffee Maker,5,1598.54,10.0,7193.43,4401.5,2791.93,Card,Online,Sara M.,3,5.0,True,False
ORD103287,2024-10-19,CUST0424,Nourhan Sherif,Giza,SMB,Electronics,Smart Watch,1,3530.44,0.0,3530.44,2015.36,1515.08,Mobile Wallet,Online,,3,4.0,False,False
ORD102744,2024-06-21,CUST0255,Yasmin Aziz,Tanta,Consumer,Sports,Dumbbell Set,1,1932.16,25.0,1449.12,1122.58,326.54,Cash,Online,,2,5.0,True,False
ORD101365,2023-10-21,CUST0108,Omar El-Sayed,Cairo,SMB,Beauty,Skincare Set,1,804.55,0.0,-804.55,367.16,-437.39,Card,In-store,Nourhan S.,0,5.0,False,True
ORD104151,2025-02-25,CUST0026,Amr Hassan,Alexandria,Enterprise,Beauty,Makeup Kit,2,593.95,5.0,1128.51,518.5,610.01,Mobile Wallet,In-store,Khaled T.,0,4.0,True,False
ORD105577,2025-10-25,CUST0275,Nada Ibrahim,Aswan,Consumer,Electronics,Power Bank,1,629.61,0.0,629.61,349.65,279.96,Card,In-store,Youssef A.,0,5.0,False,False
ORD105988,2025-12-18,CUST0084,Mona Hassan,Cairo,SMB,Beauty,Makeup Kit,1,640.03,0.0,640.03,242.93,397.1,Installment,Phone,Sara M.,0,3.0,False,False
ORD100691,2023-05-01,CUST0050,Hassan Khalil,Tanta,SMB,Home & Kitchen,Cookware Set,1,2135.91,0.0,2135.91,1307.0,828.91,Card,Online,,4,5.0,False,False
ORD101082,2023-08-11,CUST0029,Laila Mostafa,giza,SMB,Beauty,Skincare Set,1,773.9,0.0,773.9,363.53,410.37,Mobile Wallet,In-store,Sara M.,0,5.0,False,False
ORD101194,2023-09-10,CUST0155,Dina Abdel Rahman,Aswan,Consumer,Electronics,Wireless Earbuds,2,1207.51,0.0,2415.02,1454.78,960.24,Card,Online,Youssef A.,0,5.0,False,False
ORD103835,2025-01-14,CUST0237,Khaled Aziz,Cairo,Consumer,Beauty,Perfume,2,1389.7,0.0,2779.4,1251.22,1528.18,Cash,Online,Khaled T.,0,4.0,False,False
ORD100459,2023-03-31,CUST0309,Nourhan El-Sayed,Giza,SMB,Beauty,Skincare Set,1,742.29,0.0,742.29,332.69,409.6,Mobile Wallet,In-store,Sara M.,0,3.0,False,False
ORD105135,2025-08-02,CUST0089,Khaled Ibrahim,Tanta,Consumer,Electronics,Phone Case,1,236.04,0.0,236.04,92.0,144.04,Cash,In-store,Khaled T.,0,3.0,False,False
